time	ignal 0	ignal 1
 48.756	 -0.195	 -0.450
 48.760	 -0.200	 -0.450
 48.764	 -0.200	 -0.430
 48.768	 -0.220	 -0.425
 48.772	 -0.200	 -0.405
 48.776	 -0.210	 -0.420
 48.780	 -0.220	 -0.400
 48.784	 -0.200	 -0.435
 48.788	 -0.210	 -0.405
 48.792	 -0.200	 -0.415
 48.796	 -0.180	 -0.405
 48.800	 -0.190	 -0.410
 48.804	 -0.200	 -0.425
 48.808	 -0.190	 -0.420
 48.812	 -0.180	 -0.430
 48.816	 -0.170	 -0.415
 48.820	 -0.150	 -0.435
 48.824	 -0.170	 -0.415
 48.828	 -0.160	 -0.420
 48.832	 -0.150	 -0.430
 48.836	 -0.135	 -0.435
 48.840	 -0.135	 -0.415
 48.844	 -0.145	 -0.420
 48.848	 -0.150	 -0.425
 48.852	 -0.130	 -0.420
 48.856	 -0.140	 -0.420
 48.860	 -0.155	 -0.420
 48.864	 -0.140	 -0.425
 48.868	 -0.140	 -0.435
 48.872	 -0.135	 -0.425
 48.876	 -0.145	 -0.420
 48.880	 -0.150	 -0.430
 48.884	 -0.145	 -0.440
 48.888	 -0.145	 -0.420
 48.892	 -0.135	 -0.440
 48.896	 -0.140	 -0.425
 48.900	 -0.165	 -0.435
 48.904	 -0.140	 -0.430
 48.908	 -0.155	 -0.430
 48.912	 -0.140	 -0.430
 48.916	 -0.155	 -0.440
 48.920	 -0.160	 -0.445
 48.924	 -0.145	 -0.440
 48.928	 -0.160	 -0.420
 48.932	 -0.140	 -0.425
 48.936	 -0.165	 -0.425
 48.940	 -0.155	 -0.430
 48.944	 -0.150	 -0.445
 48.948	 -0.160	 -0.430
 48.952	 -0.155	 -0.415
 48.956	 -0.175	 -0.440
 48.960	 -0.165	 -0.435
 48.964	 -0.160	 -0.440
 48.968	 -0.160	 -0.435
 48.972	 -0.155	 -0.455
 48.976	 -0.150	 -0.430
 48.980	 -0.145	 -0.435
 48.984	 -0.155	 -0.420
 48.988	 -0.145	 -0.430
 48.992	 -0.150	 -0.410
 48.996	 -0.160	 -0.405
 49.000	 -0.160	 -0.410
 49.004	 -0.155	 -0.420
 49.008	 -0.140	 -0.430
 49.012	 -0.160	 -0.410
 49.016	 -0.140	 -0.395
 49.020	 -0.150	 -0.420
 49.024	 -0.160	 -0.415
 49.028	 -0.115	 -0.420
 49.032	 -0.135	 -0.395
 49.036	 -0.145	 -0.405
 49.040	 -0.130	 -0.400
 49.044	 -0.140	 -0.395
 49.048	 -0.140	 -0.405
 49.052	 -0.150	 -0.400
 49.056	 -0.165	 -0.395
 49.060	 -0.150	 -0.405
 49.064	 -0.160	 -0.400
 49.068	 -0.140	 -0.385
 49.072	 -0.140	 -0.385
 49.076	 -0.150	 -0.380
 49.080	 -0.130	 -0.400
 49.084	 -0.140	 -0.360
 49.088	 -0.140	 -0.355
 49.092	 -0.130	 -0.305
 49.096	 -0.125	 -0.265
 49.100	 -0.130	 -0.235
 49.104	 -0.115	 -0.205
 49.108	 -0.115	 -0.195
 49.112	 -0.090	 -0.195
 49.116	 -0.090	 -0.200
 49.120	 -0.040	 -0.205
 49.124	 -0.050	 -0.185
 49.128	 -0.010	 -0.200
 49.132	 -0.010	 -0.205
 49.136	  0.000	 -0.190
 49.140	 -0.020	 -0.195
 49.144	 -0.020	 -0.180
 49.148	 -0.035	 -0.200
 49.152	 -0.050	 -0.235
 49.156	 -0.060	 -0.285
 49.160	 -0.075	 -0.305
 49.164	 -0.130	 -0.325
 49.168	 -0.140	 -0.320
 49.172	 -0.155	 -0.330
 49.176	 -0.145	 -0.310
 49.180	 -0.170	 -0.295
 49.184	 -0.200	 -0.310
 49.188	 -0.195	 -0.300
 49.192	 -0.190	 -0.325
 49.196	 -0.195	 -0.330
 49.200	 -0.175	 -0.320
 49.204	 -0.160	 -0.360
 49.208	 -0.170	 -0.380
 49.212	 -0.165	 -0.395
 49.216	 -0.175	 -0.410
 49.220	 -0.130	 -0.405
 49.224	 -0.105	 -0.410
 49.228	 -0.110	 -0.405
 49.232	 -0.075	 -0.395
 49.236	 -0.105	 -0.385
 49.240	 -0.090	 -0.375
 49.244	 -0.110	 -0.375
 49.248	 -0.105	 -0.375
 49.252	 -0.110	 -0.400
 49.256	 -0.105	 -0.380
 49.260	 -0.105	 -0.360
 49.264	 -0.135	 -0.360
 49.268	 -0.120	 -0.355
 49.272	 -0.110	 -0.350
 49.276	 -0.120	 -0.355
 49.280	 -0.115	 -0.310
 49.284	 -0.115	 -0.285
 49.288	 -0.120	 -0.265
 49.292	 -0.115	 -0.235
 49.296	 -0.110	 -0.115
 49.300	 -0.110	  0.130
 49.304	 -0.080	  0.385
 49.308	 -0.080	  0.640
 49.312	 -0.030	  0.815
 49.316	 -0.080	  0.895
 49.320	 -0.130	  0.910
 49.324	 -0.160	  0.790
 49.328	 -0.220	  0.505
 49.332	 -0.335	  0.135
 49.336	 -0.560	 -0.080
 49.340	 -0.860	 -0.035
 49.344	 -1.200	  0.075
 49.348	 -1.420	 -0.025
 49.352	 -1.520	 -0.320
 49.356	 -1.480	 -0.560
 49.360	 -1.230	 -0.745
 49.364	 -0.820	 -0.790
 49.368	 -0.445	 -0.740
 49.372	 -0.240	 -0.635
 49.376	 -0.230	 -0.560
 49.380	 -0.250	 -0.530
 49.384	 -0.225	 -0.530
 49.388	 -0.245	 -0.520
 49.392	 -0.220	 -0.510
 49.396	 -0.185	 -0.515
 49.400	 -0.110	 -0.510
 49.404	 -0.055	 -0.500
 49.408	 -0.025	 -0.520
 49.412	 -0.010	 -0.520
 49.416	 -0.020	 -0.520
 49.420	 -0.015	 -0.500
 49.424	  0.000	 -0.490
 49.428	 -0.010	 -0.520
 49.432	  0.000	 -0.490
 49.436	  0.000	 -0.485
 49.440	 -0.005	 -0.490
 49.444	 -0.005	 -0.515
 49.448	  0.000	 -0.500
 49.452	  0.015	 -0.510
 49.456	  0.005	 -0.515
 49.460	  0.005	 -0.490
 49.464	  0.015	 -0.485
 49.468	  0.010	 -0.500
 49.472	  0.000	 -0.525
 49.476	 -0.005	 -0.515
 49.480	  0.025	 -0.530
 49.484	  0.015	 -0.495
 49.488	  0.010	 -0.525
 49.492	  0.010	 -0.535
 49.496	  0.015	 -0.515
 49.500	  0.000	 -0.535
 49.504	 -0.010	 -0.535
 49.508	  0.000	 -0.545
 49.512	 -0.005	 -0.540
 49.516	  0.020	 -0.525
 49.520	 -0.005	 -0.545
 49.524	 -0.010	 -0.540
 49.528	  0.000	 -0.550
 49.532	 -0.025	 -0.560
 49.536	 -0.020	 -0.555
 49.540	 -0.030	 -0.570
 49.544	 -0.015	 -0.555
 49.548	 -0.040	 -0.565
 49.552	 -0.040	 -0.565
 49.556	 -0.040	 -0.555
 49.560	 -0.030	 -0.570
 49.564	 -0.030	 -0.545
 49.568	 -0.035	 -0.520
 49.572	 -0.055	 -0.520
 49.576	 -0.050	 -0.490
 49.580	 -0.060	 -0.475
 49.584	 -0.075	 -0.465
 49.588	 -0.045	 -0.455
 49.592	 -0.080	 -0.420
 49.596	 -0.080	 -0.415
 49.600	 -0.075	 -0.395
 49.604	 -0.085	 -0.370
 49.608	 -0.090	 -0.370
 49.612	 -0.100	 -0.365
 49.616	 -0.110	 -0.345
 49.620	 -0.120	 -0.330
 49.624	 -0.135	 -0.345
 49.628	 -0.135	 -0.325
 49.632	 -0.110	 -0.330
 49.636	 -0.120	 -0.335
 49.640	 -0.130	 -0.340
 49.644	 -0.120	 -0.340
 49.648	 -0.130	 -0.320
 49.652	 -0.130	 -0.345
 49.656	 -0.110	 -0.320
 49.660	 -0.115	 -0.330
 49.664	 -0.120	 -0.345
 49.668	 -0.120	 -0.345
 49.672	 -0.110	 -0.365
 49.676	 -0.100	 -0.340
 49.680	 -0.100	 -0.350
 49.684	 -0.100	 -0.370
 49.688	 -0.100	 -0.340
 49.692	 -0.090	 -0.350
 49.696	 -0.115	 -0.345
 49.700	 -0.080	 -0.340
 49.704	 -0.095	 -0.360
 49.708	 -0.080	 -0.365
 49.712	 -0.100	 -0.345
 49.716	 -0.060	 -0.355
 49.720	 -0.080	 -0.380
 49.724	 -0.085	 -0.370
 49.728	 -0.080	 -0.370
 49.732	 -0.070	 -0.355
 49.736	 -0.080	 -0.370
 49.740	 -0.070	 -0.370
 49.744	 -0.055	 -0.375
 49.748	 -0.065	 -0.365
 49.752	 -0.075	 -0.385
 49.756	 -0.080	 -0.390
 49.760	 -0.060	 -0.370
 49.764	 -0.050	 -0.390
 49.768	 -0.070	 -0.390
 49.772	 -0.090	 -0.385
 49.776	 -0.080	 -0.360
 49.780	 -0.065	 -0.360
 49.784	 -0.060	 -0.380
 49.788	 -0.065	 -0.380
 49.792	 -0.075	 -0.375
 49.796	 -0.070	 -0.360
 49.800	 -0.060	 -0.380
 49.804	 -0.065	 -0.370
 49.808	 -0.060	 -0.400
 49.812	 -0.065	 -0.385
 49.816	 -0.080	 -0.375
 49.820	 -0.075	 -0.370
 49.824	 -0.085	 -0.390
 49.828	 -0.080	 -0.360
 49.832	 -0.080	 -0.385
 49.836	 -0.070	 -0.360
 49.840	 -0.095	 -0.360
 49.844	 -0.080	 -0.370
 49.848	 -0.095	 -0.365
 49.852	 -0.085	 -0.360
 49.856	 -0.080	 -0.350
 49.860	 -0.070	 -0.350
 49.864	 -0.070	 -0.350
 49.868	 -0.075	 -0.340
 49.872	 -0.075	 -0.350
 49.876	 -0.075	 -0.345
 49.880	 -0.080	 -0.360
 49.884	 -0.060	 -0.360
 49.888	 -0.085	 -0.345
 49.892	 -0.080	 -0.355
 49.896	 -0.105	 -0.360
 49.900	 -0.090	 -0.350
 49.904	 -0.080	 -0.320
 49.908	 -0.105	 -0.345
 49.912	 -0.110	 -0.320
 49.916	 -0.080	 -0.360
 49.920	 -0.065	 -0.350
 49.924	 -0.090	 -0.350
 49.928	 -0.080	 -0.330
 49.932	 -0.075	 -0.330
 49.936	 -0.080	 -0.305
 49.940	 -0.085	 -0.285
 49.944	 -0.075	 -0.250
 49.948	 -0.080	 -0.220
 49.952	 -0.080	 -0.180
 49.956	 -0.080	 -0.160
 49.960	 -0.055	 -0.170
 49.964	 -0.045	 -0.175
 49.968	  0.000	 -0.185
 49.972	 -0.005	 -0.165
 49.976	  0.010	 -0.170
 49.980	  0.055	 -0.160
 49.984	  0.025	 -0.165
 49.988	  0.015	 -0.170
 49.992	  0.005	 -0.155
 49.996	 -0.010	 -0.175
 50.000	 -0.050	 -0.215
 50.004	 -0.070	 -0.245
 50.008	 -0.080	 -0.285
 50.012	 -0.090	 -0.285
 50.016	 -0.110	 -0.280
 50.020	 -0.120	 -0.290
 50.024	 -0.135	 -0.260
 50.028	 -0.145	 -0.265
 50.032	 -0.120	 -0.280
 50.036	 -0.130	 -0.285
 50.040	 -0.105	 -0.275
 50.044	 -0.140	 -0.280
 50.048	 -0.095	 -0.300
 50.052	 -0.100	 -0.330
 50.056	 -0.105	 -0.335
 50.060	 -0.095	 -0.365
 50.064	 -0.085	 -0.365
 50.068	 -0.060	 -0.355
 50.072	 -0.055	 -0.350
 50.076	 -0.025	 -0.360
 50.080	 -0.040	 -0.335
 50.084	 -0.045	 -0.325
 50.088	 -0.065	 -0.330
 50.092	 -0.045	 -0.330
 50.096	 -0.045	 -0.340
 50.100	 -0.055	 -0.310
 50.104	 -0.040	 -0.320
 50.108	 -0.050	 -0.310
 50.112	 -0.050	 -0.315
 50.116	 -0.050	 -0.295
 50.120	 -0.045	 -0.285
 50.124	 -0.040	 -0.225
 50.128	 -0.050	 -0.210
 50.132	 -0.060	 -0.180
 50.136	 -0.050	 -0.195
 50.140	 -0.065	 -0.100
 50.144	 -0.045	  0.135
 50.148	 -0.025	  0.415
 50.152	  0.005	  0.640
 50.156	  0.035	  0.790
 50.160	  0.000	  0.860
 50.164	 -0.035	  0.850
 50.168	 -0.070	  0.715
 50.172	 -0.135	  0.455
 50.176	 -0.260	  0.110
 50.180	 -0.510	 -0.075
 50.184	 -0.810	 -0.010
 50.188	 -1.170	  0.180
 50.192	 -1.445	  0.145
 50.196	 -1.550	 -0.125
 50.200	 -1.575	 -0.450
 50.204	 -1.340	 -0.630
 50.208	 -0.905	 -0.725
 50.212	 -0.460	 -0.725
 50.216	 -0.200	 -0.625
 50.220	 -0.160	 -0.490
 50.224	 -0.160	 -0.440
 50.228	 -0.170	 -0.435
 50.232	 -0.160	 -0.420
 50.236	 -0.155	 -0.410
 50.240	 -0.135	 -0.450
 50.244	 -0.055	 -0.450
 50.248	  0.000	 -0.445
 50.252	  0.050	 -0.435
 50.256	  0.060	 -0.425
 50.260	  0.060	 -0.400
 50.264	  0.060	 -0.400
 50.268	  0.050	 -0.415
 50.272	  0.045	 -0.420
 50.276	  0.070	 -0.415
 50.280	  0.085	 -0.405
 50.284	  0.075	 -0.400
 50.288	  0.080	 -0.415
 50.292	  0.090	 -0.390
 50.296	  0.095	 -0.405
 50.300	  0.095	 -0.390
 50.304	  0.075	 -0.395
 50.308	  0.075	 -0.390
 50.312	  0.080	 -0.390
 50.316	  0.100	 -0.410
 50.320	  0.090	 -0.385
 50.324	  0.110	 -0.410
 50.328	  0.095	 -0.400
 50.332	  0.090	 -0.400
 50.336	  0.100	 -0.415
 50.340	  0.080	 -0.415
 50.344	  0.085	 -0.415
 50.348	  0.085	 -0.410
 50.352	  0.095	 -0.420
 50.356	  0.100	 -0.440
 50.360	  0.080	 -0.430
 50.364	  0.075	 -0.415
 50.368	  0.070	 -0.420
 50.372	  0.080	 -0.430
 50.376	  0.075	 -0.450
 50.380	  0.080	 -0.425
 50.384	  0.070	 -0.460
 50.388	  0.060	 -0.450
 50.392	  0.075	 -0.425
 50.396	  0.070	 -0.445
 50.400	  0.065	 -0.440
 50.404	  0.075	 -0.445
 50.408	  0.055	 -0.420
 50.412	  0.040	 -0.425
 50.416	  0.040	 -0.410
 50.420	  0.065	 -0.365
 50.424	  0.070	 -0.385
 50.428	  0.045	 -0.355
 50.432	  0.040	 -0.330
 50.436	  0.050	 -0.315
 50.440	  0.050	 -0.295
 50.444	  0.020	 -0.280
 50.448	 -0.005	 -0.275
 50.452	 -0.005	 -0.270
 50.456	 -0.020	 -0.270
 50.460	 -0.025	 -0.230
 50.464	 -0.025	 -0.225
 50.468	 -0.035	 -0.225
 50.472	 -0.050	 -0.240
 50.476	 -0.040	 -0.230
 50.480	 -0.070	 -0.235
 50.484	 -0.055	 -0.230
 50.488	 -0.045	 -0.220
 50.492	 -0.045	 -0.220
 50.496	 -0.055	 -0.255
 50.500	 -0.070	 -0.240
 50.504	 -0.045	 -0.255
 50.508	 -0.045	 -0.250
 50.512	 -0.055	 -0.260
 50.516	 -0.055	 -0.255
 50.520	 -0.050	 -0.245
 50.524	 -0.020	 -0.260
 50.528	 -0.045	 -0.255
 50.532	 -0.040	 -0.270
 50.536	 -0.050	 -0.280
 50.540	 -0.060	 -0.270
 50.544	 -0.065	 -0.285
 50.548	 -0.065	 -0.290
 50.552	 -0.060	 -0.290
 50.556	 -0.060	 -0.280
 50.560	 -0.060	 -0.270
 50.564	 -0.040	 -0.290
 50.568	 -0.045	 -0.315
 50.572	 -0.030	 -0.295
 50.576	 -0.030	 -0.285
 50.580	 -0.035	 -0.285
 50.584	 -0.020	 -0.305
 50.588	 -0.035	 -0.295
 50.592	 -0.020	 -0.290
 50.596	 -0.030	 -0.300
 50.600	 -0.050	 -0.295
 50.604	 -0.040	 -0.290
 50.608	 -0.030	 -0.295
 50.612	 -0.045	 -0.280
 50.616	 -0.020	 -0.290
 50.620	 -0.025	 -0.290
 50.624	 -0.030	 -0.305
 50.628	 -0.020	 -0.305
 50.632	 -0.030	 -0.310
 50.636	 -0.025	 -0.305
 50.640	 -0.035	 -0.300
 50.644	 -0.035	 -0.280
 50.648	 -0.040	 -0.290
 50.652	 -0.040	 -0.290
 50.656	 -0.030	 -0.290
 50.660	 -0.055	 -0.285
 50.664	 -0.050	 -0.300
 50.668	 -0.065	 -0.290
 50.672	 -0.060	 -0.285
 50.676	 -0.060	 -0.280
 50.680	 -0.045	 -0.290
 50.684	 -0.015	 -0.290
 50.688	 -0.060	 -0.300
 50.692	 -0.055	 -0.280
 50.696	 -0.060	 -0.260
 50.700	 -0.050	 -0.280
 50.704	 -0.070	 -0.295
 50.708	 -0.065	 -0.300
 50.712	 -0.070	 -0.285
 50.716	 -0.040	 -0.275
 50.720	 -0.040	 -0.265
 50.724	 -0.055	 -0.265
 50.728	 -0.055	 -0.270
 50.732	 -0.035	 -0.290
 50.736	 -0.055	 -0.285
 50.740	 -0.075	 -0.270
 50.744	 -0.055	 -0.285
 50.748	 -0.055	 -0.280
 50.752	 -0.060	 -0.265
 50.756	 -0.060	 -0.275
 50.760	 -0.060	 -0.290
 50.764	 -0.065	 -0.295
 50.768	 -0.055	 -0.290
 50.772	 -0.060	 -0.295
 50.776	 -0.055	 -0.285
 50.780	 -0.065	 -0.300
 50.784	 -0.065	 -0.305
 50.788	 -0.050	 -0.245
 50.792	 -0.060	 -0.215
 50.796	 -0.055	 -0.180
 50.800	 -0.060	 -0.155
 50.804	 -0.040	 -0.155
 50.808	 -0.045	 -0.130
 50.812	 -0.010	 -0.115
 50.816	 -0.005	 -0.125
 50.820	  0.010	 -0.140
 50.824	  0.030	 -0.125
 50.828	  0.065	 -0.115
 50.832	  0.030	 -0.120
 50.836	  0.040	 -0.110
 50.840	  0.015	 -0.130
 50.844	  0.000	 -0.090
 50.848	 -0.020	 -0.130
 50.852	 -0.035	 -0.180
 50.856	 -0.045	 -0.205
 50.860	 -0.065	 -0.245
 50.864	 -0.090	 -0.220
 50.868	 -0.100	 -0.190
 50.872	 -0.110	 -0.210
 50.876	 -0.135	 -0.200
 50.880	 -0.135	 -0.210
 50.884	 -0.130	 -0.240
 50.888	 -0.125	 -0.250
 50.892	 -0.120	 -0.240
 50.896	 -0.105	 -0.235
 50.900	 -0.085	 -0.255
 50.904	 -0.105	 -0.285
 50.908	 -0.085	 -0.305
 50.912	 -0.110	 -0.300
 50.916	 -0.080	 -0.310
 50.920	 -0.040	 -0.295
 50.924	 -0.035	 -0.305
 50.928	 -0.045	 -0.280
 50.932	 -0.040	 -0.285
 50.936	 -0.035	 -0.275
 50.940	 -0.065	 -0.265
 50.944	 -0.050	 -0.280
 50.948	 -0.050	 -0.260
 50.952	 -0.055	 -0.285
 50.956	 -0.065	 -0.285
 50.960	 -0.040	 -0.285
 50.964	 -0.040	 -0.260
 50.968	 -0.075	 -0.275
 50.972	 -0.055	 -0.250
 50.976	 -0.055	 -0.220
 50.980	 -0.040	 -0.170
 50.984	 -0.040	 -0.170
 50.988	 -0.050	 -0.135
 50.992	 -0.050	 -0.035
 50.996	 -0.035	  0.135
 51.000	 -0.025	  0.405
 51.004	 -0.015	  0.635
 51.008	  0.005	  0.785
 51.012	 -0.035	  0.865
 51.016	 -0.095	  0.885
 51.020	 -0.125	  0.830
 51.024	 -0.155	  0.595
 51.028	 -0.280	  0.280
 51.032	 -0.510	  0.065
 51.036	 -0.815	  0.110
 51.040	 -1.125	  0.235
 51.044	 -1.380	  0.115
 51.048	 -1.475	 -0.165
 51.052	 -1.445	 -0.430
 51.056	 -1.220	 -0.590
 51.060	 -0.795	 -0.655
 51.064	 -0.385	 -0.625
 51.068	 -0.170	 -0.530
 51.072	 -0.150	 -0.430
 51.076	 -0.150	 -0.370
 51.080	 -0.175	 -0.400
 51.084	 -0.160	 -0.385
 51.088	 -0.135	 -0.395
 51.092	 -0.110	 -0.380
 51.096	 -0.040	 -0.380
 51.100	  0.010	 -0.415
 51.104	  0.060	 -0.410
 51.108	  0.050	 -0.405
 51.112	  0.060	 -0.400
 51.116	  0.040	 -0.400
 51.120	  0.060	 -0.380
 51.124	  0.070	 -0.370
 51.128	  0.075	 -0.385
 51.132	  0.075	 -0.380
 51.136	  0.080	 -0.380
 51.140	  0.080	 -0.380
 51.144	  0.080	 -0.380
 51.148	  0.060	 -0.360
 51.152	  0.070	 -0.360
 51.156	  0.065	 -0.390
 51.160	  0.090	 -0.380
 51.164	  0.080	 -0.375
 51.168	  0.095	 -0.380
 51.172	  0.080	 -0.370
 51.176	  0.090	 -0.375
 51.180	  0.080	 -0.400
 51.184	  0.095	 -0.400
 51.188	  0.070	 -0.400
 51.192	  0.055	 -0.390
 51.196	  0.070	 -0.390
 51.200	  0.060	 -0.405
 51.204	  0.055	 -0.415
 51.208	  0.070	 -0.410
 51.212	  0.060	 -0.420
 51.216	  0.080	 -0.420
 51.220	  0.055	 -0.445
 51.224	  0.050	 -0.440
 51.228	  0.050	 -0.420
 51.232	  0.050	 -0.410
 51.236	  0.070	 -0.430
 51.240	  0.060	 -0.405
 51.244	  0.040	 -0.430
 51.248	  0.040	 -0.425
 51.252	  0.060	 -0.425
 51.256	  0.075	 -0.405
 51.260	  0.050	 -0.425
 51.264	  0.055	 -0.405
 51.268	  0.040	 -0.380
 51.272	  0.030	 -0.380
 51.276	  0.010	 -0.365
 51.280	  0.020	 -0.335
 51.284	  0.020	 -0.325
 51.288	  0.005	 -0.300
 51.292	  0.005	 -0.290
 51.296	  0.015	 -0.275
 51.300	  0.010	 -0.245
 51.304	  0.010	 -0.255
 51.308	  0.015	 -0.245
 51.312	 -0.020	 -0.220
 51.316	 -0.020	 -0.200
 51.320	 -0.025	 -0.215
 51.324	 -0.020	 -0.180
 51.328	 -0.030	 -0.185
 51.332	 -0.035	 -0.165
 51.336	 -0.035	 -0.170
 51.340	 -0.030	 -0.185
 51.344	 -0.015	 -0.190
 51.348	 -0.030	 -0.190
 51.352	 -0.040	 -0.205
 51.356	 -0.030	 -0.185
 51.360	 -0.050	 -0.180
 51.364	 -0.025	 -0.195
 51.368	  0.000	 -0.215
 51.372	 -0.005	 -0.225
 51.376	 -0.010	 -0.230
 51.380	 -0.010	 -0.205
 51.384	 -0.010	 -0.220
 51.388	  0.005	 -0.225
 51.392	  0.000	 -0.220
 51.396	  0.000	 -0.230
 51.400	 -0.020	 -0.205
 51.404	 -0.010	 -0.210
 51.408	  0.005	 -0.215
 51.412	 -0.005	 -0.220
 51.416	  0.010	 -0.195
 51.420	 -0.005	 -0.225
 51.424	  0.000	 -0.220
 51.428	  0.000	 -0.210
 51.432	 -0.005	 -0.230
 51.436	  0.005	 -0.210
 51.440	  0.010	 -0.220
 51.444	  0.000	 -0.225
 51.448	 -0.010	 -0.210
 51.452	  0.015	 -0.210
 51.456	  0.005	 -0.230
 51.460	  0.015	 -0.240
 51.464	  0.010	 -0.230
 51.468	  0.005	 -0.225
 51.472	  0.000	 -0.220
 51.476	  0.015	 -0.210
 51.480	  0.010	 -0.225
 51.484	  0.000	 -0.230
 51.488	 -0.005	 -0.215
 51.492	  0.005	 -0.220
 51.496	 -0.010	 -0.220
 51.500	 -0.015	 -0.200
 51.504	  0.000	 -0.210
 51.508	 -0.010	 -0.210
 51.512	 -0.025	 -0.210
 51.516	  0.005	 -0.210
 51.520	 -0.020	 -0.215
 51.524	 -0.010	 -0.210
 51.528	  0.000	 -0.205
 51.532	 -0.040	 -0.225
 51.536	 -0.035	 -0.210
 51.540	 -0.030	 -0.220
 51.544	  0.000	 -0.210
 51.548	 -0.025	 -0.220
 51.552	 -0.030	 -0.220
 51.556	 -0.025	 -0.220
 51.560	 -0.030	 -0.210
 51.564	 -0.040	 -0.240
 51.568	 -0.040	 -0.195
 51.572	 -0.010	 -0.220
 51.576	 -0.040	 -0.200
 51.580	 -0.045	 -0.230
 51.584	 -0.035	 -0.230
 51.588	 -0.045	 -0.220
 51.592	 -0.055	 -0.240
 51.596	 -0.050	 -0.215
 51.600	 -0.050	 -0.220
 51.604	 -0.040	 -0.220
 51.608	 -0.040	 -0.225
 51.612	 -0.035	 -0.210
 51.616	 -0.045	 -0.215
 51.620	 -0.040	 -0.210
 51.624	 -0.060	 -0.195
 51.628	 -0.050	 -0.235
 51.632	 -0.030	 -0.220
 51.636	 -0.060	 -0.200
 51.640	 -0.065	 -0.185
 51.644	 -0.040	 -0.180
 51.648	 -0.060	 -0.160
 51.652	 -0.045	 -0.120
 51.656	 -0.040	 -0.080
 51.660	 -0.060	 -0.050
 51.664	 -0.060	 -0.070
 51.668	 -0.020	 -0.055
 51.672	 -0.020	 -0.050
 51.676	 -0.005	 -0.050
 51.680	  0.000	 -0.050
 51.684	  0.040	 -0.055
 51.688	  0.045	 -0.055
 51.692	  0.065	 -0.060
 51.696	  0.065	 -0.045
 51.700	  0.060	 -0.030
 51.704	  0.035	 -0.050
 51.708	  0.025	 -0.070
 51.712	 -0.005	 -0.115
 51.716	 -0.020	 -0.140
 51.720	 -0.020	 -0.175
 51.724	 -0.070	 -0.175
 51.728	 -0.070	 -0.160
 51.732	 -0.080	 -0.135
 51.736	 -0.100	 -0.155
 51.740	 -0.100	 -0.150
 51.744	 -0.090	 -0.160
 51.748	 -0.100	 -0.150
 51.752	 -0.090	 -0.160
 51.756	 -0.075	 -0.170
 51.760	 -0.075	 -0.185
 51.764	 -0.060	 -0.180
 51.768	 -0.060	 -0.240
 51.772	 -0.065	 -0.235
 51.776	 -0.060	 -0.240
 51.780	 -0.010	 -0.245
 51.784	  0.000	 -0.225
 51.788	 -0.010	 -0.215
 51.792	 -0.005	 -0.230
 51.796	 -0.010	 -0.220
 51.800	 -0.020	 -0.245
 51.804	 -0.015	 -0.225
 51.808	 -0.045	 -0.220
 51.812	 -0.030	 -0.235
 51.816	 -0.025	 -0.215
 51.820	 -0.005	 -0.210
 51.824	 -0.015	 -0.200
 51.828	  0.000	 -0.210
 51.832	 -0.010	 -0.190
 51.836	 -0.010	 -0.165
 51.840	  0.000	 -0.120
 51.844	  0.000	 -0.090
 51.848	 -0.005	 -0.065
 51.852	 -0.015	  0.055
 51.856	 -0.025	  0.295
 51.860	 -0.005	  0.575
 51.864	  0.035	  0.775
 51.868	  0.050	  0.940
 51.872	  0.015	  1.045
 51.876	 -0.025	  1.060
 51.880	 -0.050	  0.990
 51.884	 -0.105	  0.745
 51.888	 -0.220	  0.385
 51.892	 -0.400	  0.165
 51.896	 -0.695	  0.160
 51.900	 -1.015	  0.230
 51.904	 -1.210	  0.130
 51.908	 -1.295	 -0.135
 51.912	 -1.305	 -0.400
 51.916	 -1.060	 -0.555
 51.920	 -0.705	 -0.620
 51.924	 -0.335	 -0.580
 51.928	 -0.165	 -0.500
 51.932	 -0.115	 -0.400
 51.936	 -0.110	 -0.345
 51.940	 -0.120	 -0.360
 51.944	 -0.140	 -0.355
 51.948	 -0.070	 -0.360
 51.952	 -0.060	 -0.335
 51.956	  0.000	 -0.350
 51.960	  0.040	 -0.350
 51.964	  0.075	 -0.345
 51.968	  0.095	 -0.345
 51.972	  0.080	 -0.365
 51.976	  0.105	 -0.345
 51.980	  0.100	 -0.345
 51.984	  0.120	 -0.350
 51.988	  0.125	 -0.325
 51.992	  0.105	 -0.335
 51.996	  0.130	 -0.325
 52.000	  0.135	 -0.340
 52.004	  0.140	 -0.310
 52.008	  0.140	 -0.325
 52.012	  0.130	 -0.310
 52.016	  0.145	 -0.305
 52.020	  0.120	 -0.305
 52.024	  0.125	 -0.320
 52.028	  0.140	 -0.310
 52.032	  0.110	 -0.310
 52.036	  0.135	 -0.320
 52.040	  0.145	 -0.305
 52.044	  0.120	 -0.320
 52.048	  0.135	 -0.325
 52.052	  0.150	 -0.315
 52.056	  0.145	 -0.315
 52.060	  0.145	 -0.320
 52.064	  0.160	 -0.310
 52.068	  0.145	 -0.330
 52.072	  0.145	 -0.320
 52.076	  0.150	 -0.330
 52.080	  0.160	 -0.330
 52.084	  0.155	 -0.355
 52.088	  0.140	 -0.355
 52.092	  0.155	 -0.355
 52.096	  0.150	 -0.355
 52.100	  0.140	 -0.345
 52.104	  0.135	 -0.345
